Ceiling type,Deck construction,Attic ventilation,Attic fan,Radiant barrier,Roofing material,Roof color,Insulation,R-value,Extended Construction Numbers,Look-Up Construction Number,Notes,Total Price
Ceiling on exposed beams,"1.5"" wood",,,,Tile,Light,,R-7,17C-7 wl,17C-7,,9130.732801194743
Ceiling on exposed beams,"1.5"" wood",,,,Tile,Light,,R-10,17C-10 wl,17C-10,,6091.143815400968
Ceiling on exposed beams,"1.5"" wood",,,,Tile,Light,,R-12,17C-12 wl,17C-12,,7660.467244008625
Ceiling on exposed beams,"1.5"" wood",,,,Tile,Light,,R-15,17C-15 wl,17C-15,,6932.984977654767
Ceiling on exposed beams,"1.5"" wood",,,,Tile,Light,,R-17 or 18,17C-17 wl,17C-17,,6665.737952273223
Ceiling on exposed beams,"1.5"" wood",,,,Tile,Light,,R-20,17C-20 wl,17C-20,,7502.753103271483
Ceiling on exposed beams,"1.5"" wood",,,,Tile,Light,,R-21 to R-23,17C-22 wl,17C-22,,7829.920400054546
Ceiling on exposed beams,"1.5"" wood",,,,Tile,Light,,R-24 to R-26,17C-25 wl,17C-25,,7043.730755641012
Ceiling on exposed beams,"1.5"" wood",,,,Tile,Light,,R-27 to R-29,17C-28 wl,17C-28,,7940.182455289163
Ceiling on exposed beams,"1.5"" wood",,,,Tile,Light,,R-30 to R-32,17C-31 wl,17C-31,,6177.799556371116
Ceiling on exposed beams,"1.5"" wood",,,,Tile,Light,,R-33 to R-35,17C-34 wl,17C-34,,9042.09868125223
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,None,17C-0 tw,17C-0,,7423.099882487058
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-2,17C-2 tw,17C-2,,6066.665461621075
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-3,17C-3 tw,17C-3,,9100.49570163748
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-4,17C-4 tw,17C-4,,5826.932486207228
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-5,17C-5 tw,17C-5,,7882.623903222433
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-6,17C-6 tw,17C-6,,5464.912092606429
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-7,17C-7 tw,17C-7,,8999.415159955763
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-10,17C-10 tw,17C-10,,6908.548595944968
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-12,17C-12 tw,17C-12,,7210.696734217968
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-15,17C-15 tw,17C-15,,7061.221358141385
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-17 or 18,17C-17 tw,17C-17,,8043.184792146718
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-20,17C-20 tw,17C-20,,7956.752613860335
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-21 to R-23,17C-22 tw,17C-22,,7778.220739292688
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-24 to R-26,17C-25 tw,17C-25,,7164.086512987155
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-27 to R-29,17C-28 tw,17C-28,,9536.228141276995
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-30 to R-32,17C-31 tw,17C-31,,8207.28549722457
Ceiling on exposed beams,"1.5"" wood",,,,Tile,White,,R-33 to R-35,17C-34 tw,17C-34,,5919.251193429011
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,None,17B-0 wd,17B-0,,6196.742556830298
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-2,17B-2 wd,17B-2,,8859.898167847226
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-3,17B-3 wd,17B-3,,9280.801953961785
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-4,17B-4 wd,17B-4,,6500.0765126645565
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-5,17B-5 wd,17B-5,,7645.02369084513
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-6,17B-6 wd,17B-6,,6001.314763813642
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-7,17B-7 wd,17B-7,,6096.696216724145
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-10,17B-10 wd,17B-10,,8254.180939438436
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-12,17B-12 wd,17B-12,,6581.777818901375
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-15,17B-15 wd,17B-15,,6290.880291160514
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-17 or 18,17B-17 wd,17B-17,,6361.408192831357
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-20,17B-20 wd,17B-20,,7840.520550886991
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-21 to R-23,17B-22 wd,17B-22,,7234.621788233673
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-24 to R-26,17B-25 wd,17B-25,,6524.855579443789
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-27 to R-29,17B-28 wd,17B-28,,7870.901185502792
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-30 to R-32,17B-31 wd,17B-31,,7330.23876309552
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Dark,,R-33 to R-35,17B-34 wd,17B-34,,7354.260232440166
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,None,17B-0 wl,17B-0,,8524.431965881291
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-2,17B-2 wl,17B-2,,8049.782599309599
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-3,17B-3 wl,17B-3,,7850.562857213846
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-4,17B-4 wl,17B-4,,6782.946590017252
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-5,17B-5 wl,17B-5,,9010.119596870905
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-6,17B-6 wl,17B-6,,7622.674232382276
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-7,17B-7 wl,17B-7,,8284.45999981175
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-10,17B-10 wl,17B-10,,8034.793450656571
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-12,17B-12 wl,17B-12,,6560.032051404389
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-15,17B-15 wl,17B-15,,8317.967782844415
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-17 or 18,17B-17 wl,17B-17,,7274.601675206455
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-20,17B-20 wl,17B-20,,7215.460282632862
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-21 to R-23,17B-22 wl,17B-22,,8659.328220354664
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-24 to R-26,17B-25 wl,17B-25,,7058.8433015409255
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-27 to R-29,17B-28 wl,17B-28,,7269.620716237465
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-30 to R-32,17B-31 wl,17B-31,,6777.808836069239
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,Light,,R-33 to R-35,17B-34 wl,17B-34,,6679.531100311529
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,None,17B-0 ww,17B-0,,6856.080482460014
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-2,17B-2 ww,17B-2,,6594.010265957461
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-3,17B-3 ww,17B-3,,7426.351471973504
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-4,17B-4 ww,17B-4,,9240.34575261639
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-5,17B-5 ww,17B-5,,8681.782018451464
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-6,17B-6 ww,17B-6,,8361.888446148718
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-7,17B-7 ww,17B-7,,7012.557615306991
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-10,17B-10 ww,17B-10,,9287.073054166436
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-12,17B-12 ww,17B-12,,5785.106719454729
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-15,17B-15 ww,17B-15,,7945.158184286821
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-17 or 18,17B-17 ww,17B-17,,7976.73992724806
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-20,17B-20 ww,17B-20,,8028.068383798057
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-21 to R-23,17B-22 ww,17B-22,,7372.567843625862
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-24 to R-26,17B-25 ww,17B-25,,5978.390117499658
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-27 to R-29,17B-28 ww,17B-28,,9765.28559984761
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-30 to R-32,17B-31 ww,17B-31,,9530.023173560736
Ceiling on exposed beams,"1.5"" wood",,,,Wood shakes,White,,R-33 to R-35,17B-34 ww,17B-34,,6595.468869483102
Ceiling on exposed beams,"2"" cement fiber slab",,,,Asphalt shingles,Dark,,None,17A-2cf ad,17A-2cf,,6515.5077591100835
Ceiling on exposed beams,"2"" cement fiber slab",,,,Asphalt shingles,Light,,None,17B-2cf al,17B-2cf,,6357.379532132426
Ceiling on exposed beams,"2"" cement fiber slab",,,,Asphalt shingles,White,,None,17B-2cf aw,17B-2cf,,7314.42761325799
Ceiling on exposed beams,"2"" cement fiber slab",,,,Membrane,Dark,,None,17A-2cf zd,17A-2cf,,7074.772365340157
Ceiling on exposed beams,"2"" cement fiber slab",,,,Membrane,Light,,None,17B-2cf zl,17B-2cf,,6813.650116276938
Ceiling on exposed beams,"2"" cement fiber slab",,,,Membrane,White,,None,17B-2cf zw,17B-2cf,,8752.723365544465
Ceiling on exposed beams,"2"" cement fiber slab",,,,Metal,Dark,,None,17A-2cf md,17A-2cf,,7056.649032187462
Ceiling on exposed beams,"2"" cement fiber slab",,,,Metal,Light,,None,17B-2cf ml,17B-2cf,,10573.066376103183
Ceiling on exposed beams,"2"" cement fiber slab",,,,Metal,White,,None,17B-2cf mw,17B-2cf,,9459.627630670177
Ceiling on exposed beams,"2"" cement fiber slab",,,,Tar and gravel,Dark,,None,17A-2cf xd,17A-2cf,,9291.285732475539
Ceiling on exposed beams,"2"" cement fiber slab",,,,Tar and gravel,Light,,None,17B-2cf xl,17B-2cf,,9463.507608715612
Ceiling on exposed beams,"2"" cement fiber slab",,,,Tile,Dark,,None,17A-2cf td,17A-2cf,,7878.695678249618
Ceiling on exposed beams,"2"" cement fiber slab",,,,Tile,Light,,None,17B-2cf tl,17B-2cf,,6656.740446106729
Ceiling on exposed beams,"2"" cement fiber slab",,,,Tile,White,,None,17B-2cf tw,17B-2cf,,7433.759658476323
Ceiling on exposed beams,"2"" cement fiber slab",,,,Wood shakes,Dark,,None,17A-2cf wd,17A-2cf,,7617.899420238651
Ceiling on exposed beams,"2"" cement fiber slab",,,,Wood shakes,Light,,None,17B-2cf wl,17B-2cf,,6082.005655962568
Ceiling on exposed beams,"2"" cement fiber slab",,,,Wood shakes,White,,None,17B-2cf ww,17B-2cf,,9065.949119824583
Ceiling on exposed beams,"3"" cement fiber slab",,,,Asphalt shingles,Dark,,None,17A-3cf ad,17A-3cf,,7320.488843529534
Ceiling on exposed beams,"3"" cement fiber slab",,,,Asphalt shingles,Light,,None,17B-3cf al,17B-3cf,,7045.064398521559
Ceiling on exposed beams,"3"" cement fiber slab",,,,Asphalt shingles,White,,None,17B-3cf aw,17B-3cf,,9395.624298253044
Ceiling on exposed beams,"3"" cement fiber slab",,,,Membrane,Dark,,None,17A-3cf zd,17A-3cf,,6496.179856515855
Ceiling on exposed beams,"3"" cement fiber slab",,,,Membrane,Light,,None,17B-3cf zl,17B-3cf,,6902.697391058151
Ceiling on exposed beams,"3"" cement fiber slab",,,,Membrane,White,,None,17B-3cf zw,17B-3cf,,7824.255845677918
Ceiling on exposed beams,"3"" cement fiber slab",,,,Metal,Dark,,None,17A-3cf md,17A-3cf,,7197.11459829806
Ceiling on exposed beams,"3"" cement fiber slab",,,,Metal,Light,,None,17B-3cf ml,17B-3cf,,7127.116734119581
Ceiling on exposed beams,"3"" cement fiber slab",,,,Metal,White,,None,17B-3cf mw,17B-3cf,,7890.6796754467405
Ceiling on exposed beams,"3"" cement fiber slab",,,,Tar and gravel,Dark,,None,17A-3cf xd,17A-3cf,,9251.642503764735
Ceiling on exposed beams,"3"" cement fiber slab",,,,Tar and gravel,Light,,None,17B-3cf xl,17B-3cf,,6529.971409439997
Ceiling on exposed beams,"3"" cement fiber slab",,,,Tar and gravel,White,,None,17B-3cf xw,17B-3cf,,7902.941291742285
Ceiling on exposed beams,"3"" cement fiber slab",,,,Tile,Dark,,None,17A-3cf td,17A-3cf,,7360.298317558425
Ceiling on exposed beams,"3"" cement fiber slab",,,,Tile,Light,,None,17B-3cf tl,17B-3cf,,8916.058368210459
Ceiling on exposed beams,"3"" cement fiber slab",,,,Tile,White,,None,17B-3cf tw,17B-3cf,,8852.113287767184
Ceiling on exposed beams,"3"" cement fiber slab",,,,Wood shakes,Dark,,None,17A-3cf wd,17A-3cf,,7242.352668524401
Ceiling on exposed beams,"3"" cement fiber slab",,,,Wood shakes,Light,,None,17B-3cf wl,17B-3cf,,6548.112981612683
Ceiling on exposed beams,"3"" cement fiber slab",,,,Wood shakes,White,,None,17B-3cf ww,17B-3cf,,7960.217945800797
Ceiling under attic or attic knee wall,,None,No,No,,,,None,16A-0,16A-0,,3008.495273360526
Ceiling under attic or attic knee wall,,None,No,No,,,,R-7,16A-7,16A-7,,3429.589505964949
Ceiling under attic or attic knee wall,,None,No,No,,,,R-11,16A-11,16A-11,,3538.4791922690383
Ceiling under attic or attic knee wall,,None,No,No,,,,R-13,16A-13,16A-13,,4150.574124124367
Ceiling under attic or attic knee wall,,None,No,No,,,,R-15,16A-15,16A-15,,3101.0550401226506
Ceiling under attic or attic knee wall,,None,No,No,,,,R-19,16A-19,16A-19,,3120.8471933217716
Ceiling under attic or attic knee wall,,None,No,No,,,,R-21,16A-21,16A-21,,3712.9934688835706
Ceiling under attic or attic knee wall,,None,No,No,,,,R-25,16A-25,16A-25,,3190.4078184377113
Ceiling under attic or attic knee wall,,None,No,No,,,,R-28,16A-28,16A-28,,2764.210530634097
Ceiling under attic or attic knee wall,,None,No,No,,,,R-30,16A-30,16A-30,,2451.464332041176
Ceiling under attic or attic knee wall,,None,No,No,,,,R-38,16A-38,16A-38,,3233.512057487337
Ceiling under attic or attic knee wall,,None,No,No,,,,R-44,16A-44,16A-44,,2866.9390375737175
Ceiling under attic or attic knee wall,,None,No,No,,,,R-50,16A-50,16A-50,,2836.1417206996775
Ceiling under attic or attic knee wall,,None,No,No,,,,R-56,16A-56,16A-56,,3372.835829197964
Ceiling under attic or attic knee wall,,None,No,Yes,,,,None,16BR-0,16B-0,No BR defined in construction number 16. Substituted B,3434.0507017803056
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-7,16BR-7,16B-7,,4158.994371344341
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-11,16BR-11,16B-11,,3009.138048112897
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-13,16BR-13,16B-13,,4035.029884736346
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-15,16BR-15,16B-15,,3820.866959351704
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-19,16BR-19,16B-19,,3423.345504887782
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-21,16BR-21,16B-21,,3017.8433411450683
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-25,16BR-25,16B-25,,3150.400580568454
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-28,16BR-28,16B-28,,3681.1980162957116
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-30,16BR-30,16B-30,,3637.797928682408
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-38,16BR-38,16B-38,,3251.5337465928906
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-44,16BR-44,16B-44,,3367.392557279181
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-50,16BR-50,16B-50,,3311.8580098077805
Ceiling under attic or attic knee wall,,None,No,Yes,,,,R-56,16BR-56,16B-56,,3078.052422329534
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,None,16B-0 ad,16B-0,,7634.108918155063
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-7,16B-7 ad,16B-7,,8268.241761273583
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-11,16B-11 ad,16B-11,,6084.511190752218
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-13,16B-13 ad,16B-13,,7124.242014460806
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-15,16B-15 ad,16B-15,,5454.939886219843
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-19,16B-19 ad,16B-19,,6959.489141874575
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-21,16B-21 ad,16B-21,,8697.76153099698
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-25,16B-25 ad,16B-25,,7639.176089518154
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-28,16B-28 ad,16B-28,,6617.763903273889
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-30,16B-30 ad,16B-30,,7609.602188612273
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-38,16B-38 ad,16B-38,,7921.446715634706
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-44,16B-44 ad,16B-44,,6914.1917167742995
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-50,16B-50 ad,16B-50,,6594.704532949123
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Dark,,R-56,16B-56 ad,16B-56,,6780.136529723239
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,None,16C-0 ad,16C-0,,7805.540747512572
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-7,16C-7 al,16C-7,,5461.856826181612
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-11,16C-11 al,16C-11,,7510.394307165778
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-13,16C-13 al,16C-13,,8472.973760817698
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-15,16C-15 al,16C-15,,5417.977281090633
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-19,16C-19 al,16C-19,,4750.908792758222
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-21,16C-21 al,16C-21,,6777.695173489716
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-25,16C-25 al,16C-25,,5678.5712208613595
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-28,16C-28 al,16C-28,,7152.7224057714975
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-30,16C-30 al,16C-30,,6239.678815628198
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-38,16C-38 al,16C-38,,6848.777329105624
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-44,16C-44 al,16C-44,,8256.87229315677
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-50,16C-50 al,16C-50,,8014.051493876281
Ceiling under attic or attic knee wall,,FHA vented,No,No,Asphalt shingles,Light,,R-56,16C-56 al,16C-56,,5868.010449271997
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,None,16B-0 zd,16B-0,,6085.178818619113
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-7,16B-7 zd,16B-7,,8326.898975282045
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-11,16B-11 zd,16B-11,,7226.847701114722
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-13,16B-13 zd,16B-13,,6936.237327662612
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-15,16B-15 zd,16B-15,,5760.222749603617
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-19,16B-19 zd,16B-19,,6485.092418466954
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-21,16B-21 zd,16B-21,,6231.742177226758
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-25,16B-25 zd,16B-25,,5625.495429784419
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-28,16B-28 zd,16B-28,,7048.267454581317
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-30,16B-30 zd,16B-30,,7665.308310105391
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-38,16B-38 zd,16B-38,,8761.551759965301
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-44,16B-44 zd,16B-44,,5414.181536033827
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-50,16B-50 zd,16B-50,,7480.872773442094
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Dark,,R-56,16B-56 zd,16B-56,,7272.723715837095
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,None,16C-0 zl,16C-0,,7704.001426558103
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-7,16C-7 zl,16C-7,,5983.8882293611905
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-11,16C-11 zl,16C-11,,7065.110764692021
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-13,16C-13 zl,16C-13,,8648.345292424077
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-15,16C-15 zl,16C-15,,5297.785046196128
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-19,16C-19 zl,16C-19,,8374.398713145574
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-21,16C-21 zl,16C-21,,8414.473382614593
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-25,16C-25 zl,16C-25,,8366.067420953232
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-28,16C-28 zl,16C-28,,8272.302341393352
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-30,16C-30 zl,16C-30,,8111.443527230507
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-38,16C-38 zl,16C-38,,5928.01683422126
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-44,16C-44 zl,16C-44,,7996.691480879139
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-50,16C-50 zl,16C-50,,7370.586659863074
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,Light,,R-56,16C-56 zl,16C-56,,8384.518632734642
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,None,16F-0 zw,16F-0,,6768.371381440401
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-7,16F-7 zw,16F-7,,6887.264393195015
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-11,16F-11 zw,16F-11,,8257.016074840794
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-13,16F-13 zw,16F-13,,6137.68198231797
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-15,16F-15 zw,16F-15,,8478.044077961544
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-19,16F-19 zw,16F-19,,6673.656768461395
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-21,16F-21 zw,16F-21,,7212.497537511426
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-25,16F-25 zw,16F-25,,5513.952310848039
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-28,16F-28 zw,16F-28,,5748.8711933673485
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-30,16F-30 zw,16F-30,,7704.489999581127
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-38,16F-38 zw,16F-38,,6207.812185778852
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-44,16F-44 zw,16F-44,,8011.400712264575
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-50,16F-50 zw,16F-50,,6526.205357457114
Ceiling under attic or attic knee wall,,FHA vented,No,No,Membrane,White,,R-56,16F-56 zw,16F-56,,7062.206311925411
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,None,16B-0 md,16B-0,,6526.3960645193165
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-7,16B-7 md,16B-7,,8519.65137084301
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-11,16B-11 md,16B-11,,5193.396791953703
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-13,16B-13 md,16B-13,,7016.694811235773
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-15,16B-15 md,16B-15,,8552.739987963538
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-19,16B-19 md,16B-19,,5070.559554817533
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-21,16B-21 md,16B-21,,6653.961715400865
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-25,16B-25 md,16B-25,,4276.560995527734
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-28,16B-28 md,16B-28,,5491.352943829153
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-30,16B-30 md,16B-30,,5736.784861574732
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-38,16B-38 md,16B-38,,8425.956536097685
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-44,16B-44 md,16B-44,,7857.722746983471
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-50,16B-50 md,16B-50,,7656.217878153384
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Dark,,R-56,16B-56 md,16B-56,,6144.286470931985
Ceiling under attic or attic knee wall,,FHA vented,No,No,Metal,Light,,None,16C-0 ml,16C-0,,5961.119941039598
